document,metadata
"Brand: Sony
Aspects: anc, battery, comfort, connectivity, sound
Rating: 2.0
Importance Score: 19.89
Review: I really want to like these... This is my first purchase of earbuds in the over $200 category.  I got the Jabra Elite 65t as soon as they came out and have since bought a couple of other pairs of earbuds in the under $100 category that had better features like IPX7 or 8hr battery life.  Therefore I was excited to upgrade to the XM4 for their bettery life and the noise canceling.<br /><br />Unfortunately, I've had several issues with these. I don't have particularly small ears.  Usually the medium tips fit without issue.  On the XM4, I started with the medium tips and tested their air tightness using the app.  The small tips don't have any kind of seal on my ears without really shoving them super far down my ear canal, so I decided to stick with the medium size.  Unfortunately, I have experienced significant ear fatigue enough so that I can't wear the earbuds for more than a couple of hours.  I have since switched to the small tips for the sake of comfort, but that means sacrificing any passive noise canceling - and unless I have a defective unit, without the passive noise canceling in addition to the active noise canceling, there is absolutely no difference between having the noise canceling on and off.  To me, this completely defeats the purpose of buying noise canceling earbuds.<br /><br />I also have had issues with connectivity such as the bluetooth connection on my phone suddenly dropping and having to go into the app to manually pair them again.<br /><br />In terms of battery life, depending on the control settings of each earbud, there can be a difference in the drain of battery between the left and right side.  On a bad day, I had a 30% difference with the right draining significantly faster.  My earbuds are using the factory settings with the playback controls on the right and the noise canceling on the left for reference.<br /><br />Both the connectivity problems and the bettery difference between the earbuds has seemed to have gotten better since performing a factory reset, but be aware that there is still a little difference in the rate of battery drain between the L and R earbuds (It's not super significant now and maybe reaches under 7-8% difference at the end of the day).<br /><br />I bought some Comply foam tips, which I hope will fix the discomfort issue and make the noise canceling work at the optimal rate without the ear fatigue.  However, I shouldn't have to modify almost $300 earbuds to make them work like they should.  It would help if Sony would offer more sizes of ear tips to help make them more usable for a wider population.  Then again, if I have gripes like these, then maybe the XM4s aren't for me.  Makes me super sad considering I think that they're probably fantastic for most people.","{'type': 'review_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'comfort', 'connectivity', 'sound'], 'parent_asin': 'B096WPKZNR'}"
"Brand: Skullcandy
Aspects: comfort, connectivity, price, sound
Rating: 1.0
Importance Score: 15.42
Review: Garbage! Bought these in February 2022, and writing this in August 2022. From the start I had problems with the Bluetooth. It will readily connect to two different devices (my phone and computer) but if connected to two devices at the same time the sound with come and go frequently. Now in August I have a hard time turning these things on and off. The button works when it feels like it. I have owned other brands of headphones, even cheaper than these that worked far better. The sound is ok but not spectacular. Again, had Phones that sounded better for less money. I have bought MPOW brand and beat them up while using them and they have lasted years while these Skullcandy I have treated with kid gloves and they break in months. Garbage! Don't waste your money on these.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['comfort', 'connectivity', 'price', 'sound'], 'parent_asin': 'B09MYJVRKK'}"
"Brand: Sony
Aspects: battery, build, comfort, sound
Rating: 2.0
Importance Score: 17.83
Review: OK, but  has some serious usability issues Sound quality: Good - But, use with my Yamaha electronic drums is impossible, as the headphones contain circuitry, which constantly clamps the volume.<br />Volume controls: VERY poor. The volume control is very small and I often confuse it with the tuning knob.<br />Comfort: Ok. They are a bit heavy and lack good head adjustments.<br />Battery charger-base: VERY poor. Setting the headphones onto the base, battery charger is somewhat difficult and takes some fiddeling with, every time!","{'type': 'review_evidence', 'brand': 'Sony', 'aspects': ['battery', 'build', 'comfort', 'sound'], 'parent_asin': 'B000092YPT'}"
"Brand: SoundPEATS
Aspects: comfort, connectivity
Rating: 1.0
Importance Score: 12.58
Review: The two pairs I bought were defective. The first pair I bought was defective (the right-side ear bud wouldn't say in place) so I returned it.  I bought a second pair off another website and it inexplicably stopped working after two weeks of normal usage.  Therefore, I don't blame the Sellers, I blame the manufacturer.","{'type': 'review_evidence', 'brand': 'SoundPEATS', 'aspects': ['comfort', 'connectivity'], 'parent_asin': 'B00YWZ1JN6'}"
"Brand: JVC
Aspects: build, sound
Rating: 1.0
Importance Score: 34.38
Review: Substandard Product Per other reviews, this product does not even come close to the quality stated. Requires constant tuning even when sitting close to source. Excessive static and noise. Very disappointed. Will return and replace with Sony brand.","{'type': 'review_evidence', 'brand': 'JVC', 'aspects': ['build', 'sound'], 'parent_asin': 'B00001OPK7'}"
"Brand: Skullcandy
Aspects: anc, build, connectivity, sound
Rating: 1.0
Importance Score: 21.53
Review: Very poor customer service. Headphones don’t work. They connect but sound quality is so horrible I can only make out every other word that someone says or crackling sound with music. I have another pair of skull candy headphones and I loved them. I am assuming this pair is defective. The problem I have is that it takes two days for the seller to respond to my email and then 7 days after they receive the product back to credit my account. I purchased the headphones last week so I would have them for a trip I am taking this week. Now I don’t have headphones. Once you have confirmation that I shipped your defective item back to you, you should immediately send out a replacement pair of headphones. Very poor customer service on your end. I also purchased the insurance but they can’t help me til after 30 days.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['anc', 'build', 'connectivity', 'sound'], 'parent_asin': 'B08HTNLS6N'}"
"Brand: Bose
Aspects: comfort, price
Rating: 1.0
Importance Score: 12.48
Review: I love BOSE I have several other BOSE products I love BOSE I have several other BOSE products. These however don't stay in your ears as promised. I tried all 3 size ear prices. I even went to the BOSE store for help. Had to return them.","{'type': 'review_evidence', 'brand': 'Bose', 'aspects': ['comfort', 'price'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: SoundPEATS
Aspects: battery, comfort, microphone, sound
Rating: 1.0
Importance Score: 15.44
Review: Soundpeats Model Q2 - Stopped Working within 6 weeks of purchase I bought the Soundpeats Q2 to use while I run/jog. They are very lightweight and fit nice and snug. But first problem was the volume up/down stopped working within 3 weeks of purchase (in about using it 9 times). I was still OK with that since I can still use my phone's volume keys - not convenient, but works. However, within 6 weeks of purchase (so about 15 times using it) they completely stopped working. I have tried charging them, but nothing. The red light comes on for few seconds and then nothing - completely dead. What good is the ergonomics if they just won't work at all!! Don't buy these ever. That's 30 bucks I'll likely never see again (unless Soundpeats you are willing to give a refund!)","{'type': 'review_evidence', 'brand': 'SoundPEATS', 'aspects': ['battery', 'comfort', 'microphone', 'sound'], 'parent_asin': 'B00SUMPF1O'}"
"Brand: Skullcandy
Aspects: build, comfort
Rating: 2.0
Importance Score: 9.10
Review: Breakable. Well... after a year of mild use they broke.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['build', 'comfort'], 'parent_asin': 'B075749KHR'}"
"Brand: Sony
Aspects: anc, comfort, connectivity, price, sound
Rating: 1.0
Importance Score: 13.04
Review: Deeply discounted for a reason... Like a few others had mentioned in their reviews, the bluetooth on these is barely functional.  I've connected to a few devices and it is definitely the headphones that intermittently cut out rendering these pretty useless.  I've connected with the provided cable and the sound is ok, as is the noise cancellation.  For me, they are fairly comfortable up to about an hour, after that their is just a little too much pressure on my ears causing soreness.  Overall, bluetooth headphones that don't have functioning bluetooth are just overpriced wired headphones.  Be prepared to be underwhelmed.","{'type': 'review_evidence', 'brand': 'Sony', 'aspects': ['anc', 'comfort', 'connectivity', 'price', 'sound'], 'parent_asin': 'B088GJ1L5Z'}"
"Brand: Audio-Technica
Aspects: connectivity
Rating: 1.0
Importance Score: 14.53
Review: not recommended Right channel randomly goes out. Thought I would spend extra bucks to get a nice pair of studio headphones but these are not them. The box was not sealed so who knows if these were a return or not. I sent these back and will try a different brand. Not recommended!!!","{'type': 'review_evidence', 'brand': 'Audio-Technica', 'aspects': ['connectivity'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: Skullcandy
Aspects: build, comfort, price, sound
Rating: 1.0
Importance Score: 18.88
Review: Cheaply made, plastic conceding ear piece broke, sound was great This is my 2nd review.  They were great while they lasted.  I used them at work , nothing where they would get banged around or anything. After 5 month of taking them off and on , the plastic holding the one ear phone broke while removing them. I can see this happening if I dropped them but just taking them off. After looking at them closer I realized how cheap they were. It's a shame the sound was great.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['build', 'comfort', 'price', 'sound'], 'parent_asin': 'B0756VVVF5'}"
"Brand: Skullcandy
Aspects: connectivity
Rating: 1.0
Importance Score: 12.52
Review: Don’t buy!!! Lost it’s Bluetooth connection to my iPhone after 2 days of use. I love skullcandy but wth!? I bought this pair back at the end of April as a back up for another style of skull candy (which also lost its Bluetooth connection) and cant even exchange it.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['connectivity'], 'parent_asin': 'B0B37YMFK2'}"
"Brand: Anker
Aspects: battery, comfort, sound
Rating: 1.0
Importance Score: 12.51
Review: Disappointed This was my second time purchasing these headphones. This time around a lot went wrong. The battery life was very short and would only last an hour or two. Within two months one of the ear pieces stopped producing sound. I was very disappointed as I loved my first set.","{'type': 'review_evidence', 'brand': 'Anker', 'aspects': ['battery', 'comfort', 'sound'], 'parent_asin': 'B07HFQLFWC'}"
"Brand: Bose
Aspects: comfort
Rating: 1.0
Importance Score: 12.14
Review: Only lasted 7 months Left earbud went dead after only 7 months.  Very disappointed.","{'type': 'review_evidence', 'brand': 'Bose', 'aspects': ['comfort'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Skullcandy
Aspects: battery, comfort, connectivity
Rating: 1.0
Importance Score: 14.74
Review: Bad Buy Had these headphones for less than a month and they would not recharge.  Contacted Skull Candy and they shipped me an envelope to send them back.  They replaced them free of charge, I though how great.  Thanks Skull Candy.  Well last week the new pair that I have had for less then a year will not charge.  Don't buy if you use them often, not worth the money or the headaches.","{'type': 'review_evidence', 'brand': 'Skullcandy', 'aspects': ['battery', 'comfort', 'connectivity'], 'parent_asin': 'B08HTNLS6N'}"
"Brand: Sony
Aspects: anc, comfort, sound
Rating: 1.0
Importance Score: 12.42
Review: Noise canceling To use noise canceling, you need to open the app, navigate to noise canceling and turn it on every time. Every. Time. Why make noise canceling earphones that require you to turn on the noise canceling every time. Very annoying.","{'type': 'review_evidence', 'brand': 'Sony', 'aspects': ['anc', 'comfort', 'sound'], 'parent_asin': 'B096WPKZNR'}"
